"","occurrence_data_csv.gbifID","species","lon","lat","CHELSA_bio1","CHELSA_bio4","CHELSA_bio12"
"270",5759800600,"Cortaderia selloana",-0.341722,39.901365,14.95,550.3,629.4
"271",5759783304,"Fagus sylvatica",-2.132948,42.80697,10.55,517.2,1247
"272",5759764564,"Cortaderia selloana",1.660347,41.565501,14.2500000000001,606.9,495.2
"273",5759731607,"Fagus sylvatica",-4.258087,43.32097,13.85,374.5,1304.1
"274",5759728619,"Fagus sylvatica",2.192539,42.198006,12.35,583.8,791.7
"275",5759597957,"Fagus sylvatica",-2.828788,41.996919,6.85000000000002,581,1057.9
"276",5759550852,"Fagus sylvatica",-6.402222,43.343403,10.55,396.4,1669.6
"277",5759547264,"Fagus sylvatica",-2.461098,42.607228,10.15,519.6,977.8
"278",5716800760,"Cortaderia selloana",-8.813929,42.186635,14.7500000000001,300.4,1716
"279",5293317658,"Fagus sylvatica",-4.164258,40.599742,10.95,668.4,877.6
"280",5293291477,"Fagus sylvatica",1.834284,42.286663,8.65000000000003,616.9,860.2
"281",5293281690,"Cortaderia selloana",2.57822,41.58721,15.95,507.1,665.3
"282",5293253560,"Fagus sylvatica",-3.741517,43.343753,14.35,390,1543.2
"283",5293149515,"Fagus sylvatica",2.523333,41.891756,10.95,567.5,1154.1
"284",5293126014,"Fagus sylvatica",2.302554,42.229887,10.05,574.8,1057.6
"285",5293084935,"Fagus sylvatica",-2.749317,43.378637,12.45,391.7,1643.4
"286",5292957248,"Fagus sylvatica",1.123497,42.628074,10.15,616.7,948
"287",5292954897,"Fagus sylvatica",-0.041989,42.644578,7.85000000000002,614.1,1390.5
"288",5292901322,"Fagus sylvatica",-1.708896,43.209347,13.15,443.8,1888.4
"289",5292875750,"Fagus sylvatica",-3.4894,41.105469,9.95000000000005,636.6,786.1
"290",5292842241,"Fagus sylvatica",-5.136992,42.88495,9.25000000000006,538,1294.6
"291",5292771895,"Fagus sylvatica",-0.047642,42.64704,7.85000000000002,614.1,1390.5
"292",5292741788,"Cortaderia selloana",2.577288,41.587572,15.95,507.1,665.3
"293",5292728908,"Fagus sylvatica",-0.043847,42.645247,7.85000000000002,614.1,1390.5
"294",5292586339,"Fagus sylvatica",2.490048,42.060239,9.75000000000006,559.4,1259.1
"295",5292549689,"Fagus sylvatica",1.729623,42.262421,7.45000000000005,620.8,929.3
"296",5292430829,"Fagus sylvatica",-4.717125,43.293984,10.2500000000001,404.9,1721.5
"297",5292415151,"Fagus sylvatica",0.7684,42.615222,6.05000000000001,612.4,1332.7
"298",5292400564,"Fagus sylvatica",-3.489503,41.105186,9.95000000000005,636.6,786.1
"299",5292331377,"Cortaderia selloana",1.984278,41.274327,16.45,496.9,611.3
"300",5292301544,"Fagus sylvatica",-0.05665,42.649095,7.55000000000001,614.4,1377.3
"301",5292026193,"Fagus sylvatica",-0.041644,42.64415,6.05000000000001,613.9,1446.3
"302",5291995344,"Cortaderia selloana",-2.814163,43.429908,14.65,352.9,1249.1
"303",5291946980,"Cortaderia selloana",-4.026706,43.385071,14.7500000000001,378.9,1302.3
"304",5291926659,"Cortaderia selloana",2.58007,41.593402,15.7500000000001,510.5,684.8
"305",5291908206,"Fagus sylvatica",0.072108,42.682562,7.45000000000005,613,1657.2
"306",5291855988,"Fagus sylvatica",0.103522,42.614772,7.65000000000003,622.3,1354.4
"307",5291827636,"Fagus sylvatica",-3.661106,43.144074,8.45000000000005,448.6,1920.4
"308",5291793070,"Fagus sylvatica",-4.162139,40.602699,10.15,661.7,902.5
"309",5282994172,"Fagus sylvatica",-1.619587,43.038702,10.2500000000001,487.8,2001
"310",5282738407,"Fagus sylvatica",-4.811108,43.147743,9.05000000000001,461.7,1928.4
"311",5282639630,"Fagus sylvatica",-6.240617,43.057269,8.25000000000006,470.5,1378.9
"312",5282636407,"Cortaderia selloana",2.200306,41.696099,13.95,596,653.3
"313",5282617135,"Cortaderia selloana",-0.181174,38.99646,18.05,505,763
